0.02.864.567 I slot print_timing: id 63 | task 0 | prompt eval time =      17.12 ms /     8 tokens (    2.14 ms per token,   467.37 tokens per second)
0.22.832.059 I slot print_timing: id 36 | task 355 | n_decoded =    100, tg =  22.37 t/s, tg_3s =  22.37 t/s
0.22.832.449 I slot print_timing: id 37 | task 351 | n_decoded =    100, tg =  22.37 t/s, tg_3s =  22.37 t/s
0.22.832.823 I slot print_timing: id 38 | task 350 | n_decoded =    100, tg =  22.37 t/s, tg_3s =  22.37 t/s
0.22.868.812 I slot print_timing: id 39 | task 353 | n_decoded =    100, tg =  23.38 t/s, tg_3s =  23.38 t/s
0.22.869.184 I slot print_timing: id 40 | task 357 | n_decoded =    100, tg =  23.38 t/s, tg_3s =  23.38 t/s
0.22.869.578 I slot print_timing: id 41 | task 363 | n_decoded =    100, tg =  23.38 t/s, tg_3s =  23.38 t/s
0.22.869.960 I slot print_timing: id 42 | task 345 | n_decoded =    100, tg =  23.38 t/s, tg_3s =  23.38 t/s
0.22.870.333 I slot print_timing: id 43 | task 354 | n_decoded =    100, tg =  23.38 t/s, tg_3s =  23.38 t/s
0.22.870.720 I slot print_timing: id 44 | task 352 | n_decoded =    100, tg =  23.38 t/s, tg_3s =  23.38 t/s
0.22.871.105 I slot print_timing: id 45 | task 337 | n_decoded =    100, tg =  23.38 t/s, tg_3s =  23.38 t/s
0.22.871.491 I slot print_timing: id 46 | task 346 | n_decoded =    100, tg =  23.38 t/s, tg_3s =  23.38 t/s
0.22.921.998 I slot print_timing: id 47 | task 348 | n_decoded =    100, tg =  24.40 t/s, tg_3s =  24.40 t/s
0.22.922.384 I slot print_timing: id 48 | task 343 | n_decoded =    100, tg =  24.40 t/s, tg_3s =  24.40 t/s
0.22.922.787 I slot print_timing: id 49 | task 347 | n_decoded =    100, tg =  24.40 t/s, tg_3s =  24.40 t/s
0.22.923.165 I slot print_timing: id 50 | task 339 | n_decoded =    100, tg =  24.41 t/s, tg_3s =  24.40 t/s
0.22.923.560 I slot print_timing: id 51 | task 338 | n_decoded =    100, tg =  24.41 t/s, tg_3s =  24.41 t/s
0.22.923.947 I slot print_timing: id 52 | task 334 | n_decoded =    100, tg =  24.41 t/s, tg_3s =  24.41 t/s
0.22.924.334 I slot print_timing: id 53 | task 342 | n_decoded =    100, tg =  24.41 t/s, tg_3s =  24.41 t/s
0.22.924.721 I slot print_timing: id 54 | task 341 | n_decoded =    100, tg =  24.41 t/s, tg_3s =  24.41 t/s
0.22.960.864 I slot print_timing: id 55 | task 344 | n_decoded =    100, tg =  25.64 t/s, tg_3s =  25.64 t/s
0.22.961.260 I slot print_timing: id 56 | task 336 | n_decoded =    100, tg =  25.64 t/s, tg_3s =  25.64 t/s
0.22.961.656 I slot print_timing: id 57 | task 340 | n_decoded =    100, tg =  25.64 t/s, tg_3s =  25.64 t/s
0.22.962.042 I slot print_timing: id 58 | task 332 | n_decoded =    100, tg =  25.64 t/s, tg_3s =  25.64 t/s
0.22.962.439 I slot print_timing: id 59 | task 331 | n_decoded =    100, tg =  25.64 t/s, tg_3s =  25.64 t/s
0.22.962.818 I slot print_timing: id 60 | task 333 | n_decoded =    100, tg =  25.64 t/s, tg_3s =  25.64 t/s
0.22.963.209 I slot print_timing: id 61 | task 330 | n_decoded =    100, tg =  25.64 t/s, tg_3s =  25.64 t/s
0.22.963.608 I slot print_timing: id 62 | task 335 | n_decoded =    100, tg =  25.65 t/s, tg_3s =  25.65 t/s
0.23.004.030 I slot print_timing: id 63 | task 387 | n_decoded =    100, tg =  25.72 t/s, tg_3s =  25.72 t/s
0.25.681.800 I slot print_timing: id  0 | task 384 | n_decoded =    180, tg =  21.88 t/s, tg_3s =  26.56 t/s
0.25.682.179 I slot print_timing: id  1 | task 389 | n_decoded =    180, tg =  21.88 t/s, tg_3s =  26.56 t/s
0.25.682.564 I slot print_timing: id  2 | task 386 | n_decoded =    180, tg =  21.88 t/s, tg_3s =  26.56 t/s
0.25.685.400 I slot print_timing: id  3 | task 393 | n_decoded =    180, tg =  21.88 t/s, tg_3s =  26.54 t/s
0.25.685.778 I slot print_timing: id  4 | task 380 | n_decoded =    180, tg =  21.87 t/s, tg_3s =  26.54 t/s
0.25.686.157 I slot print_timing: id  5 | task 381 | n_decoded =    180, tg =  21.87 t/s, tg_3s =  26.54 t/s
0.25.686.542 I slot print_timing: id  6 | task 388 | n_decoded =    180, tg =  21.87 t/s, tg_3s =  26.54 t/s
0.25.686.924 I slot print_timing: id  7 | task 390 | n_decoded =    180, tg =  21.87 t/s, tg_3s =  26.54 t/s
0.25.722.954 I slot print_timing: id  8 | task 392 | n_decoded =    180, tg =  22.36 t/s, tg_3s =  26.57 t/s
0.25.723.330 I slot print_timing: id  9 | task 382 | n_decoded =    180, tg =  22.36 t/s, tg_3s =  26.57 t/s
0.25.723.725 I slot print_timing: id 10 | task 391 | n_decoded =    180, tg =  22.36 t/s, tg_3s =  26.57 t/s
0.25.724.114 I slot print_timing: id 11 | task 372 | n_decoded =    180, tg =  22.36 t/s, tg_3s =  26.57 t/s
0.25.724.502 I slot print_timing: id 12 | task 369 | n_decoded =    180, tg =  22.36 t/s, tg_3s =  26.57 t/s
0.25.724.877 I slot print_timing: id 13 | task 383 | n_decoded =    180, tg =  22.36 t/s, tg_3s =  26.57 t/s
0.25.725.259 I slot print_timing: id 14 | task 364 | n_decoded =    180, tg =  22.36 t/s, tg_3s =  26.57 t/s
0.25.761.258 I slot print_timing: id 15 | task 377 | n_decoded =    180, tg =  22.90 t/s, tg_3s =  26.57 t/s
0.25.761.643 I slot print_timing: id 16 | task 376 | n_decoded =    180, tg =  22.90 t/s, tg_3s =  26.57 t/s
0.25.762.020 I slot print_timing: id 17 | task 385 | n_decoded =    180, tg =  22.90 t/s, tg_3s =  26.57 t/s
0.25.762.401 I slot print_timing: id 18 | task 379 | n_decoded =    180, tg =  22.90 t/s, tg_3s =  26.57 t/s
0.25.762.783 I slot print_timing: id 19 | task 373 | n_decoded =    180, tg =  22.90 t/s, tg_3s =  26.57 t/s
0.25.763.167 I slot print_timing: id 20 | task 378 | n_decoded =    180, tg =  22.90 t/s, tg_3s =  26.57 t/s
0.25.763.559 I slot print_timing: id 21 | task 368 | n_decoded =    180, tg =  22.90 t/s, tg_3s =  26.57 t/s
0.25.763.934 I slot print_timing: id 22 | task 370 | n_decoded =    180, tg =  22.90 t/s, tg_3s =  26.57 t/s
0.25.812.818 I slot print_timing: id 23 | task 371 | n_decoded =    180, tg =  23.43 t/s, tg_3s =  26.48 t/s
0.25.813.210 I slot print_timing: id 24 | task 374 | n_decoded =    180, tg =  23.43 t/s, tg_3s =  26.48 t/s
0.25.813.602 I slot print_timing: id 25 | task 365 | n_decoded =    180, tg =  23.43 t/s, tg_3s =  26.48 t/s
0.25.813.982 I slot print_timing: id 26 | task 362 | n_decoded =    180, tg =  23.43 t/s, tg_3s =  26.48 t/s
0.25.814.359 I slot print_timing: id 27 | task 367 | n_decoded =    180, tg =  23.43 t/s, tg_3s =  26.48 t/s
0.25.814.751 I slot print_timing: id 28 | task 366 | n_decoded =    180, tg =  23.43 t/s, tg_3s =  26.48 t/s
0.25.815.142 I slot print_timing: id 29 | task 359 | n_decoded =    180, tg =  23.43 t/s, tg_3s =  26.48 t/s
0.25.815.535 I slot print_timing: id 30 | task 358 | n_decoded =    180, tg =  23.43 t/s, tg_3s =  26.48 t/s
0.25.851.326 I slot print_timing: id 31 | task 361 | n_decoded =    180, tg =  24.02 t/s, tg_3s =  26.48 t/s
0.25.851.728 I slot print_timing: id 32 | task 375 | n_decoded =    180, tg =  24.02 t/s, tg_3s =  26.48 t/s
0.25.852.109 I slot print_timing: id 33 | task 360 | n_decoded =    180, tg =  24.03 t/s, tg_3s =  26.48 t/s
0.25.852.504 I slot print_timing: id 34 | task 356 | n_decoded =    180, tg =  24.03 t/s, tg_3s =  26.48 t/s
0.25.852.895 I slot print_timing: id 35 | task 349 | n_decoded =    180, tg =  24.03 t/s, tg_3s =  26.48 t/s
0.25.853.279 I slot print_timing: id 36 | task 355 | n_decoded =    180, tg =  24.03 t/s, tg_3s =  26.48 t/s
0.25.853.677 I slot print_timing: id 37 | task 351 | n_decoded =    180, tg =  24.03 t/s, tg_3s =  26.48 t/s
0.25.854.060 I slot print_timing: id 38 | task 350 | n_decoded =    180, tg =  24.03 t/s, tg_3s =  26.48 t/s
0.25.893.591 I slot print_timing: id 39 | task 353 | n_decoded =    180, tg =  24.65 t/s, tg_3s =  26.45 t/s
0.25.893.974 I slot print_timing: id 40 | task 357 | n_decoded =    180, tg =  24.65 t/s, tg_3s =  26.45 t/s
0.25.894.359 I slot print_timing: id 41 | task 363 | n_decoded =    180, tg =  24.65 t/s, tg_3s =  26.45 t/s
0.25.894.768 I slot print_timing: id 42 | task 345 | n_decoded =    180, tg =  24.65 t/s, tg_3s =  26.45 t/s
0.25.895.145 I slot print_timing: id 43 | task 354 | n_decoded =    180, tg =  24.65 t/s, tg_3s =  26.45 t/s
0.25.895.538 I slot print_timing: id 44 | task 352 | n_decoded =    180, tg =  24.65 t/s, tg_3s =  26.45 t/s
0.25.895.969 I slot print_timing: id 45 | task 337 | n_decoded =    180, tg =  24.65 t/s, tg_3s =  26.45 t/s
0.25.896.341 I slot print_timing: id 46 | task 346 | n_decoded =    180, tg =  24.65 t/s, tg_3s =  26.45 t/s
0.25.933.621 I slot print_timing: id 47 | task 348 | n_decoded =    180, tg =  25.32 t/s, tg_3s =  26.56 t/s
0.25.934.023 I slot print_timing: id 48 | task 343 | n_decoded =    180, tg =  25.32 t/s, tg_3s =  26.56 t/s
0.25.934.401 I slot print_timing: id 49 | task 347 | n_decoded =    180, tg =  25.32 t/s, tg_3s =  26.56 t/s
0.25.934.803 I slot print_timing: id 50 | task 339 | n_decoded =    180, tg =  25.32 t/s, tg_3s =  26.56 t/s
0.25.935.177 I slot print_timing: id 51 | task 338 | n_decoded =    180, tg =  25.32 t/s, tg_3s =  26.56 t/s
0.25.935.597 I slot print_timing: id 52 | task 334 | n_decoded =    180, tg =  25.32 t/s, tg_3s =  26.56 t/s
0.25.935.988 I slot print_timing: id 53 | task 342 | n_decoded =    180, tg =  25.32 t/s, tg_3s =  26.56 t/s
0.25.936.365 I slot print_timing: id 54 | task 341 | n_decoded =    180, tg =  25.32 t/s, tg_3s =  26.56 t/s
0.25.985.777 I slot print_timing: id 55 | task 344 | n_decoded =    180, tg =  25.99 t/s, tg_3s =  26.45 t/s
0.25.986.159 I slot print_timing: id 56 | task 336 | n_decoded =    180, tg =  25.99 t/s, tg_3s =  26.45 t/s
0.25.986.559 I slot print_timing: id 57 | task 340 | n_decoded =    180, tg =  25.99 t/s, tg_3s =  26.45 t/s
0.25.986.943 I slot print_timing: id 58 | task 332 | n_decoded =    180, tg =  25.99 t/s, tg_3s =  26.45 t/s
0.25.987.325 I slot print_timing: id 59 | task 331 | n_decoded =    180, tg =  25.99 t/s, tg_3s =  26.45 t/s
0.25.987.722 I slot print_timing: id 60 | task 333 | n_decoded =    180, tg =  25.99 t/s, tg_3s =  26.45 t/s
0.25.988.118 I slot print_timing: id 61 | task 330 | n_decoded =    180, tg =  25.99 t/s, tg_3s =  26.45 t/s
0.25.988.522 I slot print_timing: id 62 | task 335 | n_decoded =    180, tg =  26.00 t/s, tg_3s =  26.45 t/s
0.26.024.388 I slot print_timing: id 63 | task 387 | n_decoded =    180, tg =  26.05 t/s, tg_3s =  26.49 t/s
0.28.607.010 I slot print_timing: id  0 | task 384 | prompt eval time =     202.29 ms /  1024 tokens (    0.20 ms per token,  5061.99 tokens per second)
0.28.607.015 I slot print_timing: id  0 | task 384 |        eval time =   11153.75 ms /   256 tokens (   43.57 ms per token,    22.95 tokens per second)
0.28.607.017 I slot print_timing: id  0 | task 384 |       total time =   11356.04 ms /  1280 tokens
0.28.607.018 I slot print_timing: id  0 | task 384 |    graphs reused =        493
0.28.607.651 I slot print_timing: id  1 | task 389 | prompt eval time =     202.41 ms /  1024 tokens (    0.20 ms per token,  5059.14 tokens per second)
0.28.607.654 I slot print_timing: id  1 | task 389 |        eval time =   11153.82 ms /   256 tokens (   43.57 ms per token,    22.95 tokens per second)
0.28.607.655 I slot print_timing: id  1 | task 389 |       total time =   11356.23 ms /  1280 tokens
0.28.607.656 I slot print_timing: id  1 | task 389 |    graphs reused =        493
0.28.608.240 I slot print_timing: id  2 | task 386 | prompt eval time =     202.50 ms /  1024 tokens (    0.20 ms per token,  5056.82 tokens per second)
0.28.608.244 I slot print_timing: id  2 | task 386 |        eval time =   11153.87 ms /   256 tokens (   43.57 ms per token,    22.95 tokens per second)
0.28.608.245 I slot print_timing: id  2 | task 386 |       total time =   11356.37 ms /  1280 tokens
0.28.608.245 I slot print_timing: id  2 | task 386 |    graphs reused =        493
0.28.608.893 I slot print_timing: id  3 | task 393 | prompt eval time =     202.57 ms /  1024 tokens (    0.20 ms per token,  5054.99 tokens per second)
0.28.608.896 I slot print_timing: id  3 | task 393 |        eval time =   11154.00 ms /   256 tokens (   43.57 ms per token,    22.95 tokens per second)
0.28.608.896 I slot print_timing: id  3 | task 393 |       total time =   11356.57 ms /  1280 tokens
0.28.608.897 I slot print_timing: id  3 | task 393 |    graphs reused =        493
0.28.609.503 I slot print_timing: id  4 | task 380 | prompt eval time =     202.59 ms /  1024 tokens (    0.20 ms per token,  5054.47 tokens per second)
0.28.609.506 I slot print_timing: id  4 | task 380 |        eval time =   11154.08 ms /   256 tokens (   43.57 ms per token,    22.95 tokens per second)
0.28.609.506 I slot print_timing: id  4 | task 380 |       total time =   11356.67 ms /  1280 tokens
0.28.609.507 I slot print_timing: id  4 | task 380 |    graphs reused =        493
0.28.610.099 I slot print_timing: id  5 | task 381 | prompt eval time =     202.65 ms /  1024 tokens (    0.20 ms per token,  5053.00 tokens per second)
0.28.610.101 I slot print_timing: id  5 | task 381 |        eval time =   11154.17 ms /   256 tokens (   43.57 ms per token,    22.95 tokens per second)
0.28.610.102 I slot print_timing: id  5 | task 381 |       total time =   11356.83 ms /  1280 tokens
0.28.610.103 I slot print_timing: id  5 | task 381 |    graphs reused =        493
0.28.610.679 I slot print_timing: id  6 | task 388 | prompt eval time =     202.68 ms /  1024 tokens (    0.20 ms per token,  5052.27 tokens per second)
0.28.610.682 I slot print_timing: id  6 | task 388 |        eval time =   11154.26 ms /   256 tokens (   43.57 ms per token,    22.95 tokens per second)
0.28.610.683 I slot print_timing: id  6 | task 388 |       total time =   11356.95 ms /  1280 tokens
0.28.610.683 I slot print_timing: id  6 | task 388 |    graphs reused =        493
0.28.611.266 I slot print_timing: id  7 | task 390 | prompt eval time =     202.79 ms /  1024 tokens (    0.20 ms per token,  5049.46 tokens per second)
0.28.611.269 I slot print_timing: id  7 | task 390 |        eval time =   11154.31 ms /   256 tokens (   43.57 ms per token,    22.95 tokens per second)
0.28.611.270 I slot print_timing: id  7 | task 390 |       total time =   11357.11 ms /  1280 tokens
0.28.611.271 I slot print_timing: id  7 | task 390 |    graphs reused =        493
0.28.644.545 I slot print_timing: id  8 | task 392 | prompt eval time =     215.09 ms /  1024 tokens (    0.21 ms per token,  4760.80 tokens per second)
0.28.644.550 I slot print_timing: id  8 | task 392 |        eval time =   10972.34 ms /   256 tokens (   42.86 ms per token,    23.33 tokens per second)
0.28.644.551 I slot print_timing: id  8 | task 392 |       total time =   11187.43 ms /  1280 tokens
0.28.644.552 I slot print_timing: id  8 | task 392 |    graphs reused =        493
0.28.645.125 I slot print_timing: id  9 | task 382 | prompt eval time =     215.09 ms /  1024 tokens (    0.21 ms per token,  4760.69 tokens per second)
0.28.645.129 I slot print_timing: id  9 | task 382 |        eval time =   10972.43 ms /   256 tokens (   42.86 ms per token,    23.33 tokens per second)
0.28.645.129 I slot print_timing: id  9 | task 382 |       total time =   11187.53 ms /  1280 tokens
0.28.645.130 I slot print_timing: id  9 | task 382 |    graphs reused =        493
0.28.645.708 I slot print_timing: id 10 | task 391 | prompt eval time =     215.16 ms /  1024 tokens (    0.21 ms per token,  4759.18 tokens per second)
0.28.645.711 I slot print_timing: id 10 | task 391 |        eval time =   10972.49 ms /   256 tokens (   42.86 ms per token,    23.33 tokens per second)
0.28.645.712 I slot print_timing: id 10 | task 391 |       total time =   11187.66 ms /  1280 tokens
0.28.645.713 I slot print_timing: id 10 | task 391 |    graphs reused =        493
0.28.646.285 I slot print_timing: id 11 | task 372 | prompt eval time =     215.24 ms /  1024 tokens (    0.21 ms per token,  4757.41 tokens per second)
0.28.646.288 I slot print_timing: id 11 | task 372 |        eval time =   10972.55 ms /   256 tokens (   42.86 ms per token,    23.33 tokens per second)
0.28.646.289 I slot print_timing: id 11 | task 372 |       total time =   11187.79 ms /  1280 tokens
0.28.646.290 I slot print_timing: id 11 | task 372 |    graphs reused =        493
0.28.646.886 I slot print_timing: id 12 | task 369 | prompt eval time =     215.32 ms /  1024 tokens (    0.21 ms per token,  4755.76 tokens per second)
0.28.646.889 I slot print_timing: id 12 | task 369 |        eval time =   10972.63 ms /   256 tokens (   42.86 ms per token,    23.33 tokens per second)
0.28.646.890 I slot print_timing: id 12 | task 369 |       total time =   11187.95 ms /  1280 tokens
0.28.646.891 I slot print_timing: id 12 | task 369 |    graphs reused =        493
0.28.647.465 I slot print_timing: id 13 | task 383 | prompt eval time =     215.37 ms /  1024 tokens (    0.21 ms per token,  4754.65 tokens per second)
0.28.647.468 I slot print_timing: id 13 | task 383 |        eval time =   10972.68 ms /   256 tokens (   42.86 ms per token,    23.33 tokens per second)
0.28.647.469 I slot print_timing: id 13 | task 383 |       total time =   11188.05 ms /  1280 tokens
0.28.647.470 I slot print_timing: id 13 | task 383 |    graphs reused =        493
0.28.648.017 I slot print_timing: id 14 | task 364 | prompt eval time =     215.44 ms /  1024 tokens (    0.21 ms per token,  4752.95 tokens per second)
0.28.648.020 I slot print_timing: id 14 | task 364 |        eval time =   10972.75 ms /   256 tokens (   42.86 ms per token,    23.33 tokens per second)
0.28.648.021 I slot print_timing: id 14 | task 364 |       total time =   11188.19 ms /  1280 tokens
0.28.648.022 I slot print_timing: id 14 | task 364 |    graphs reused =        493
0.28.677.182 I slot print_timing: id 15 | task 377 | prompt eval time =     440.77 ms /  1024 tokens (    0.43 ms per token,  2323.22 tokens per second)
0.28.677.189 I slot print_timing: id 15 | task 377 |        eval time =   10776.15 ms /   256 tokens (   42.09 ms per token,    23.76 tokens per second)
0.28.677.190 I slot print_timing: id 15 | task 377 |       total time =   11216.91 ms /  1280 tokens
0.28.677.192 I slot print_timing: id 15 | task 377 |    graphs reused =        493
0.28.677.796 I slot print_timing: id 16 | task 376 | prompt eval time =     225.93 ms /  1024 tokens (    0.22 ms per token,  4532.48 tokens per second)
0.28.677.804 I slot print_timing: id 16 | task 376 |        eval time =   10776.25 ms /   256 tokens (   42.09 ms per token,    23.76 tokens per second)
0.28.677.805 I slot print_timing: id 16 | task 376 |       total time =   11002.18 ms /  1280 tokens
0.28.677.806 I slot print_timing: id 16 | task 376 |    graphs reused =        493
0.28.678.365 I slot print_timing: id 17 | task 385 | prompt eval time =     225.98 ms /  1024 tokens (    0.22 ms per token,  4531.37 tokens per second)
0.28.678.370 I slot print_timing: id 17 | task 385 |        eval time =   10776.31 ms /   256 tokens (   42.09 ms per token,    23.76 tokens per second)
0.28.678.371 I slot print_timing: id 17 | task 385 |       total time =   11002.29 ms /  1280 tokens
0.28.678.371 I slot print_timing: id 17 | task 385 |    graphs reused =        493
0.28.678.942 I slot print_timing: id 18 | task 379 | prompt eval time =     226.06 ms /  1024 tokens (    0.22 ms per token,  4529.67 tokens per second)
0.28.678.945 I slot print_timing: id 18 | task 379 |        eval time =   10776.38 ms /   256 tokens (   42.10 ms per token,    23.76 tokens per second)
0.28.678.946 I slot print_timing: id 18 | task 379 |       total time =   11002.44 ms /  1280 tokens
0.28.678.946 I slot print_timing: id 18 | task 379 |    graphs reused =        493
0.28.679.472 I slot print_timing: id 19 | task 373 | prompt eval time =     226.14 ms /  1024 tokens (    0.22 ms per token,  4528.17 tokens per second)
0.28.679.476 I slot print_timing: id 19 | task 373 |        eval time =   10776.41 ms /   256 tokens (   42.10 ms per token,    23.76 tokens per second)
0.28.679.477 I slot print_timing: id 19 | task 373 |       total time =   11002.55 ms /  1280 tokens
0.28.679.477 I slot print_timing: id 19 | task 373 |    graphs reused =        493
0.28.680.025 I slot print_timing: id 20 | task 378 | prompt eval time =     226.22 ms /  1024 tokens (    0.22 ms per token,  4526.47 tokens per second)
0.28.680.031 I slot print_timing: id 20 | task 378 |        eval time =   10776.45 ms /   256 tokens (   42.10 ms per token,    23.76 tokens per second)
0.28.680.032 I slot print_timing: id 20 | task 378 |       total time =   11002.68 ms /  1280 tokens
0.28.680.032 I slot print_timing: id 20 | task 378 |    graphs reused =        493
0.28.680.572 I slot print_timing: id 21 | task 368 | prompt eval time =     226.29 ms /  1024 tokens (    0.22 ms per token,  4525.25 tokens per second)
0.28.680.576 I slot print_timing: id 21 | task 368 |        eval time =   10776.51 ms /   256 tokens (   42.10 ms per token,    23.76 tokens per second)
0.28.680.576 I slot print_timing: id 21 | task 368 |       total time =   11002.79 ms /  1280 tokens
0.28.680.577 I slot print_timing: id 21 | task 368 |    graphs reused =        493
0.28.681.121 I slot print_timing: id 22 | task 370 | prompt eval time =     226.36 ms /  1024 tokens (    0.22 ms per token,  4523.69 tokens per second)
0.28.681.125 I slot print_timing: id 22 | task 370 |        eval time =   10776.56 ms /   256 tokens (   42.10 ms per token,    23.76 tokens per second)
0.28.681.125 I slot print_timing: id 22 | task 370 |       total time =   11002.92 ms /  1280 tokens
0.28.681.126 I slot print_timing: id 22 | task 370 |    graphs reused =        493
0.28.706.484 I slot print_timing: id 23 | task 371 | prompt eval time =     451.94 ms /  1024 tokens (    0.44 ms per token,  2265.81 tokens per second)
0.28.706.492 I slot print_timing: id 23 | task 371 |        eval time =   10575.90 ms /   256 tokens (   41.31 ms per token,    24.21 tokens per second)
0.28.706.493 I slot print_timing: id 23 | task 371 |       total time =   11027.84 ms /  1280 tokens
0.28.706.494 I slot print_timing: id 23 | task 371 |    graphs reused =        493
0.28.707.053 I slot print_timing: id 24 | task 374 | prompt eval time =     226.16 ms /  1024 tokens (    0.22 ms per token,  4527.83 tokens per second)
0.28.707.057 I slot print_timing: id 24 | task 374 |        eval time =   10576.00 ms /   256 tokens (   41.31 ms per token,    24.21 tokens per second)
0.28.707.058 I slot print_timing: id 24 | task 374 |       total time =   10802.15 ms /  1280 tokens
0.28.707.059 I slot print_timing: id 24 | task 374 |    graphs reused =        493
0.28.707.588 I slot print_timing: id 25 | task 365 | prompt eval time =     226.23 ms /  1024 tokens (    0.22 ms per token,  4526.45 tokens per second)
0.28.707.591 I slot print_timing: id 25 | task 365 |        eval time =   10576.02 ms /   256 tokens (   41.31 ms per token,    24.21 tokens per second)
0.28.707.591 I slot print_timing: id 25 | task 365 |       total time =   10802.24 ms /  1280 tokens
0.28.707.592 I slot print_timing: id 25 | task 365 |    graphs reused =        493
0.28.708.089 I slot print_timing: id 26 | task 362 | prompt eval time =     226.28 ms /  1024 tokens (    0.22 ms per token,  4525.45 tokens per second)
0.28.708.092 I slot print_timing: id 26 | task 362 |        eval time =   10576.03 ms /   256 tokens (   41.31 ms per token,    24.21 tokens per second)
0.28.708.092 I slot print_timing: id 26 | task 362 |       total time =   10802.30 ms /  1280 tokens
0.28.708.093 I slot print_timing: id 26 | task 362 |    graphs reused =        493
0.28.708.622 I slot print_timing: id 27 | task 367 | prompt eval time =     226.36 ms /  1024 tokens (    0.22 ms per token,  4523.77 tokens per second)
0.28.708.625 I slot print_timing: id 27 | task 367 |        eval time =   10576.05 ms /   256 tokens (   41.31 ms per token,    24.21 tokens per second)
0.28.708.625 I slot print_timing: id 27 | task 367 |       total time =   10802.41 ms /  1280 tokens
0.28.708.626 I slot print_timing: id 27 | task 367 |    graphs reused =        493
0.28.709.136 I slot print_timing: id 28 | task 366 | prompt eval time =     226.42 ms /  1024 tokens (    0.22 ms per token,  4522.65 tokens per second)
0.28.709.139 I slot print_timing: id 28 | task 366 |        eval time =   10576.08 ms /   256 tokens (   41.31 ms per token,    24.21 tokens per second)
0.28.709.140 I slot print_timing: id 28 | task 366 |       total time =   10802.49 ms /  1280 tokens
0.28.709.140 I slot print_timing: id 28 | task 366 |    graphs reused =        493
0.28.709.642 I slot print_timing: id 29 | task 359 | prompt eval time =     226.48 ms /  1024 tokens (    0.22 ms per token,  4521.37 tokens per second)
0.28.709.645 I slot print_timing: id 29 | task 359 |        eval time =   10576.08 ms /   256 tokens (   41.31 ms per token,    24.21 tokens per second)
0.28.709.646 I slot print_timing: id 29 | task 359 |       total time =   10802.56 ms /  1280 tokens
0.28.709.646 I slot print_timing: id 29 | task 359 |    graphs reused =        493
0.28.710.135 I slot print_timing: id 30 | task 358 | prompt eval time =     226.48 ms /  1024 tokens (    0.22 ms per token,  4521.33 tokens per second)
0.28.710.138 I slot print_timing: id 30 | task 358 |        eval time =   10576.09 ms /   256 tokens (   41.31 ms per token,    24.21 tokens per second)
0.28.710.138 I slot print_timing: id 30 | task 358 |       total time =   10802.57 ms /  1280 tokens
0.28.710.139 I slot print_timing: id 30 | task 358 |    graphs reused =        493
0.28.731.404 I slot print_timing: id 31 | task 361 | prompt eval time =     450.96 ms /  1024 tokens (    0.44 ms per token,  2270.70 tokens per second)
0.28.731.410 I slot print_timing: id 31 | task 361 |        eval time =   10372.44 ms /   256 tokens (   40.52 ms per token,    24.68 tokens per second)
0.28.731.411 I slot print_timing: id 31 | task 361 |       total time =   10823.40 ms /  1280 tokens
0.28.731.412 I slot print_timing: id 31 | task 361 |    graphs reused =        493
0.28.731.908 I slot print_timing: id 32 | task 375 | prompt eval time =     225.09 ms /  1024 tokens (    0.22 ms per token,  4549.37 tokens per second)
0.28.731.911 I slot print_timing: id 32 | task 375 |        eval time =   10372.46 ms /   256 tokens (   40.52 ms per token,    24.68 tokens per second)
0.28.731.912 I slot print_timing: id 32 | task 375 |       total time =   10597.54 ms /  1280 tokens
0.28.731.912 I slot print_timing: id 32 | task 375 |    graphs reused =        493
0.28.732.392 I slot print_timing: id 33 | task 360 | prompt eval time =     225.15 ms /  1024 tokens (    0.22 ms per token,  4548.12 tokens per second)
0.28.732.395 I slot print_timing: id 33 | task 360 |        eval time =   10372.43 ms /   256 tokens (   40.52 ms per token,    24.68 tokens per second)
0.28.732.395 I slot print_timing: id 33 | task 360 |       total time =   10597.58 ms /  1280 tokens
0.28.732.396 I slot print_timing: id 33 | task 360 |    graphs reused =        493
0.28.732.911 I slot print_timing: id 34 | task 356 | prompt eval time =     225.22 ms /  1024 tokens (    0.22 ms per token,  4546.71 tokens per second)
0.28.732.914 I slot print_timing: id 34 | task 356 |        eval time =   10372.45 ms /   256 tokens (   40.52 ms per token,    24.68 tokens per second)
0.28.732.915 I slot print_timing: id 34 | task 356 |       total time =   10597.67 ms /  1280 tokens
0.28.732.915 I slot print_timing: id 34 | task 356 |    graphs reused =        493
0.28.733.403 I slot print_timing: id 35 | task 349 | prompt eval time =     225.28 ms /  1024 tokens (    0.22 ms per token,  4545.35 tokens per second)
0.28.733.406 I slot print_timing: id 35 | task 349 |        eval time =   10372.43 ms /   256 tokens (   40.52 ms per token,    24.68 tokens per second)
0.28.733.407 I slot print_timing: id 35 | task 349 |       total time =   10597.72 ms /  1280 tokens
0.28.733.407 I slot print_timing: id 35 | task 349 |    graphs reused =        493
0.28.733.884 I slot print_timing: id 36 | task 355 | prompt eval time =     225.38 ms /  1024 tokens (    0.22 ms per token,  4543.44 tokens per second)
0.28.733.887 I slot print_timing: id 36 | task 355 |        eval time =   10372.42 ms /   256 tokens (   40.52 ms per token,    24.68 tokens per second)
